"","year","state","industry","unioncovpct_ind","state_cens","sector","nobs","empl","member","covered","pctmem","pctcov","state2","unioncovpct_state","unioncovpct_combined","idvar","naics","robotpct_ind","robotpct_state","robotpct_combined","stateyear","medianhouseinc","unemprate","femalepct","manufemp","healthins","oldage","wage"
"4095",2018,"Maine","Electrical equipment, appliance, and component manufacturing",6.2255160883069,11,"Total",1302,572761.129974999,73904.7573416667,84691.5879083334,0.129032418131828,0.147865459322929,"ME",14.7865459322929,10.5060310102999,"Maine-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,29.2,28.7,"Maine-2018",55.602,3.5,59.7,8.6,92,9.1,53.04
"4096",2019,"Maine","Electrical equipment, appliance, and component manufacturing",10.227920114994,11,"Total",1226,589203.931200001,69424.404925,80850.5781333333,0.117827460169792,0.137220025062561,"ME",13.7220025062561,11.9749613106251,"Maine-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,35.2,35,"Maine-2019",58.924,3.5,59.3,8.7,92,8.5,57.75
"4097",2020,"Maine","Electrical equipment, appliance, and component manufacturing",10.7857219874859,11,"Total",1113,556949.762816667,81184.6501416667,92623.068925,0.14576655626297,0.166304171085358,"ME",16.6304171085358,13.7080695480108,"Maine-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,37.7,32.3,"Maine-2020",59.489,4,59.6,8.7,92.4,8.5,66.48
"4098",2021,"Maine","Electrical equipment, appliance, and component manufacturing",10.033318772912,11,"Total",1022,562840.787341666,69647.8457916667,82797.8926416666,0.123743422329426,0.147107124328613,"ME",14.7107124328613,12.3720156028867,"Maine-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,38,37.65,"Maine-2021",64.767,4.9,57.9,9.8,94.3,9.2,62.2
"4099",2018,"Maryland","Electrical equipment, appliance, and component manufacturing",6.2255160883069,52,"Total",2263,2781321.44276667,306318.055633334,334615.071441667,0.110133998095989,0.120307944715023,"MD",12.0307944715023,9.1281552799046,"Maryland-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,17.6,22.9,"Maryland-2018",83.242,4.9,63.8,4.5,94,7.3,60.56
"4100",2019,"Maryland","Electrical equipment, appliance, and component manufacturing",10.227920114994,52,"Total",2091,2909903.01382501,328812.953191667,370487.438958334,0.112997904419899,0.127319514751434,"MD",12.7319514751434,11.4799357950687,"Maryland-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,17.9,26.35,"Maryland-2019",86.738,4.5,63.7,4.3,94,7.8,62.81
"4101",2020,"Maryland","Electrical equipment, appliance, and component manufacturing",10.7857219874859,52,"Total",1805,2694148.7317,352667.854591667,381563.416825,0.130901411175728,0.141626715660095,"MD",14.1626715660095,12.4741967767477,"Maryland-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,13.8,20.35,"Maryland-2020",87.063,5.2,63.6,4.5,94.1,7.9,64.48
"4102",2021,"Maryland","Electrical equipment, appliance, and component manufacturing",10.033318772912,52,"Total",1774,2689273.96645,293968.536933333,331435.068666666,0.109311483800411,0.123243324458599,"MD",12.3243324458599,11.178825609386,"Maryland-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,21.5,29.4,"Maryland-2021",90.203,5.9,62.5,4.9,93.9,9.1,65.09
"4103",2018,"Massachusetts","Electrical equipment, appliance, and component manufacturing",6.2255160883069,14,"Total",3744,3392452.28727499,462738.796283333,490970.14495,0.136402443051338,0.144724264740944,"MA",14.4724264740944,10.3489712812006,"Massachusetts-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,16.2,22.2,"Massachusetts-2018",79.835,4.8,63.2,8.6,97.2,9.1,67.7
"4104",2019,"Massachusetts","Electrical equipment, appliance, and component manufacturing",10.227920114994,14,"Total",3535,3393047.54160833,406341.096108334,448921.543891667,0.119756974279881,0.132306292653084,"MA",13.2306292653084,11.7292746901512,"Massachusetts-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,20.8,27.8,"Massachusetts-2019",85.843,3.9,63.7,8.6,97,9.1,69.84
"4105",2020,"Massachusetts","Electrical equipment, appliance, and component manufacturing",10.7857219874859,14,"Total",2954,2987256.17103334,357740.277583333,384272.875716666,0.119755476713181,0.128637403249741,"MA",12.8637403249741,11.82473115623,"Massachusetts-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,17.9,22.4,"Massachusetts-2020",84.385,5.1,63.4,8.8,97.3,8.9,72.18
"4106",2021,"Massachusetts","Electrical equipment, appliance, and component manufacturing",10.033318772912,14,"Total",3100,3182737.84914166,401304.101416666,432563.698091666,0.126087695360184,0.135909304022789,"MA",13.5909304022789,11.8121245875955,"Massachusetts-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,21.5,29.4,"Massachusetts-2021",89.645,6.6,63.1,8.9,97.5,10.6,72.95
"4107",2018,"Michigan","Electrical equipment, appliance, and component manufacturing",6.2255160883069,34,"Total",3689,4318617.77428333,624598.149558334,662455.79875,0.144629180431366,0.15339532494545,"MI",15.339532494545,10.7825242914259,"Michigan-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,35.6,31.9,"Michigan-2018",56.697,5.3,57,18.8,94.6,9,54.92
"4108",2019,"Michigan","Electrical equipment, appliance, and component manufacturing",10.227920114994,34,"Total",3535,4324868.71914165,591147.533516667,649732.071658334,0.136685654520988,0.150231629610062,"MI",15.0231629610062,12.6255415380001,"Michigan-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,40.5,37.65,"Michigan-2019",59.584,5,57.5,18.5,94.2,8.4,54.47
"4109",2020,"Michigan","Electrical equipment, appliance, and component manufacturing",10.7857219874859,34,"Total",3055,3978295.12545832,605090.285666666,661431.668883334,0.152097880840302,0.166260078549385,"MI",16.6260078549385,13.7058649212122,"Michigan-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,36.2,31.55,"Michigan-2020",59.234,6,57.2,18.6,94.6,8.5,53.92
"4110",2021,"Michigan","Electrical equipment, appliance, and component manufacturing",10.033318772912,34,"Total",2966,4049359.17238333,538700.922658334,618951.173783333,0.133033618330956,0.152851641178131,"MI",15.2851641178131,12.6592414453626,"Michigan-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,44.4,40.85,"Michigan-2021",63.498,6.9,56.5,18.6,95,9.3,61.79
"4111",2018,"Minnesota","Electrical equipment, appliance, and component manufacturing",6.2255160883069,41,"Total",2304,2637049.50702501,395407.374566667,421226.224466667,0.149943098425865,0.159733906388283,"MN",15.9733906388283,11.0994533635676,"Minnesota-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,24.5,26.35,"Minnesota-2018",70.315,3.4,65.9,13.1,95.6,7.6,61.26
"4112",2019,"Minnesota","Electrical equipment, appliance, and component manufacturing",10.227920114994,41,"Total",2230,2661670.65879999,363392.146166667,379693.690733333,0.136527836322784,0.14265239238739,"MN",14.265239238739,12.2465796768665,"Minnesota-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,31.4,33.1,"Minnesota-2019",74.593,3.2,65.8,13.4,95.1,7.4,63.82
"4113",2020,"Minnesota","Electrical equipment, appliance, and component manufacturing",10.7857219874859,41,"Total",1965,2519499.609925,398606.882608333,427661.582616667,0.15820874273777,0.169740676879883,"MN",16.9740676879883,13.8798948377371,"Minnesota-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,22.8,24.85,"Minnesota-2020",73.382,3.8,65.6,13.4,95.5,7.1,67.93
"4114",2021,"Minnesota","Electrical equipment, appliance, and component manufacturing",10.033318772912,41,"Total",1889,2610490.669975,416340.399266667,446390.183391667,0.159487411379814,0.170998573303223,"MN",17.0998573303223,13.5665880516171,"Minnesota-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,31.4,34.35,"Minnesota-2021",77.72,4.9,65,13.3,95.5,8.5,66.09
"4115",2018,"Mississippi","Electrical equipment, appliance, and component manufacturing",6.2255160883069,64,"Total",2635,1122639.96076667,57656.2595083333,79852.5970166667,0.0513577461242676,0.0711292997002602,"MS",7.11292997002602,6.66922302916646,"Mississippi-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,21.9,25.05,"Mississippi-2018",44.717,7.1,52.9,13.2,87.9,12.4,55.36
"4116",2019,"Mississippi","Electrical equipment, appliance, and component manufacturing",10.227920114994,64,"Total",2461,1104367.1386,69574.7903083333,93187.225175,0.0629996955394745,0.0843806564807892,"MS",8.43806564807892,9.33299288153648,"Mississippi-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,30.5,32.65,"Mississippi-2019",45.792,6.6,53.4,13.5,87,13.2,60.35
"4117",2020,"Mississippi","Electrical equipment, appliance, and component manufacturing",10.7857219874859,64,"Total",2203,1033459.18861667,74079.5668416667,85825.4911,0.0716811716556549,0.0830468088388443,"MS",8.30468088388443,9.54520143568516,"Mississippi-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,17.8,22.35,"Mississippi-2020",46.511,7.1,53.9,13.2,88,12.8,62.13
"4118",2021,"Mississippi","Electrical equipment, appliance, and component manufacturing",10.033318772912,64,"Total",2198,1080609.803025,58955.7818083333,74385.546925,0.0545578822493553,0.0688366368412971,"MS",6.88366368412971,8.45849122852087,"Mississippi-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,21,29.15,"Mississippi-2021",48.716,6.4,53.6,12.9,88.1,13.8,52.77
"4119",2018,"Missouri","Electrical equipment, appliance, and component manufacturing",6.2255160883069,43,"Total",2282,2681075.86456667,251769.568608333,283111.17635,0.0939061716198921,0.105596110224724,"MO",10.5596110224724,8.39256355538964,"Missouri-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,23.1,25.65,"Missouri-2018",54.478,4.2,58.6,11.4,90.6,8.2,49.6
"4120",2019,"Missouri","Electrical equipment, appliance, and component manufacturing",10.227920114994,43,"Total",2155,2662183.82105834,296296.955083334,332315.270516667,0.111298456788063,0.124828070402145,"MO",12.4828070402145,11.3553635776043,"Missouri-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,35.9,35.35,"Missouri-2019",57.409,3.8,58.9,11.1,90,8.9,50.56
"4121",2020,"Missouri","Electrical equipment, appliance, and component manufacturing",10.7857219874859,43,"Total",1971,2525904.2868,237238.413125,253311.4546,0.0939221680164337,0.100285455584526,"MO",10.0285455584526,10.4071337729692,"Missouri-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,33.3,30.1,"Missouri-2020",57.29,4.5,59.1,11.4,90.6,8.6,53.6
"4122",2021,"Missouri","Electrical equipment, appliance, and component manufacturing",10.033318772912,43,"Total",2008,2615502.37475833,235211.745333333,266612.276266667,0.0899298563599586,0.101935401558876,"MO",10.1935401558876,10.1134294643998,"Missouri-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,35.5,36.4,"Missouri-2021",61.847,4.6,58.8,11.6,90.6,9.5,53.35
"4123",2019,"Montana","Electrical equipment, appliance, and component manufacturing",10.227920114994,81,"Total",2627,437101.817791666,46021.9227166666,52245.8398083333,0.105288796126842,0.119527846574783,"MT",11.9527846574783,11.0903523862362,"Montana-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,8.8,21.8,"Montana-2019",57.153,4.1,59.1,4.9,91.7,8.6,52.5
"4124",2020,"Montana","Electrical equipment, appliance, and component manufacturing",10.7857219874859,81,"Total",2341,419396.123858333,50323.559775,54181.4877416667,0.119990520179272,0.129189297556877,"MT",12.9189297556877,11.8523258715868,"Montana-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,9.2,18.05,"Montana-2020",56.539,4.2,59.8,5,91.6,8.9,49.78
"4125",2021,"Montana","Electrical equipment, appliance, and component manufacturing",10.033318772912,81,"Total",2257,437543.961391667,49001.6227,56287.5801583333,0.111992456018925,0.128644406795502,"MT",12.8644406795502,11.4488797262311,"Montana-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,8.1,22.7,"Montana-2021",63.249,4,58.2,4.1,91.8,8.8,49.84
"4126",2018,"Nebraska","Electrical equipment, appliance, and component manufacturing",6.2255160883069,46,"Total",2133,883808.450108332,58446.8763416667,70849.7049416667,0.066130705177784,0.0801640972495079,"NE",8.01640972495079,7.12096290662885,"Nebraska-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,26,27.1,"Nebraska-2018",59.566,3.5,64.6,9.7,91.7,7.6,48.78
"4127",2019,"Nebraska","Electrical equipment, appliance, and component manufacturing",10.227920114994,46,"Total",2118,894551.953941666,74429.693175,85390.3943583333,0.0832033231854439,0.0954560488462448,"NE",9.54560488462448,9.88676249980927,"Nebraska-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,31.9,33.35,"Nebraska-2019",63.229,3.3,64.7,10.1,91.7,8.1,49.75
"4128",2020,"Nebraska","Electrical equipment, appliance, and component manufacturing",10.7857219874859,46,"Total",2007,889730.850391667,85247.8938583333,93669.1619083333,0.095813125371933,0.105278089642525,"NE",10.5278089642525,10.6567654758692,"Nebraska-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,27.2,27.05,"Nebraska-2020",63.015,3.4,64.8,10.2,91.9,7.8,48.26
"4129",2021,"Nebraska","Electrical equipment, appliance, and component manufacturing",10.033318772912,46,"Total",1947,898442.131791666,60853.6445083334,71362.7942166667,0.0677324011921883,0.0794294849038124,"NE",7.94294849038124,8.98813363164663,"Nebraska-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,25.9,31.6,"Nebraska-2021",66.817,2.7,64.2,10.6,92.9,8.7,55.17
"4130",2018,"Nevada","Electrical equipment, appliance, and component manufacturing",6.2255160883069,88,"Total",2145,1377051.78956666,190774.387783333,215462.664333334,0.138538286089897,0.156466633081436,"NV",15.6466633081436,10.9360896982253,"Nevada-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,11.7,19.95,"Nevada-2018",58.646,5.6,59.1,4.7,88.8,9.8,42.62
"4131",2019,"Nevada","Electrical equipment, appliance, and component manufacturing",10.227920114994,88,"Total",2116,1378726.80553334,200666.534291667,221338.865041667,0.145544812083244,0.160538598895073,"NV",16.0538598895073,13.1408900022507,"Nevada-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,10.9,22.85,"Nevada-2019",63.276,5.1,58.3,5,88.6,9.5,43.32
"4132",2020,"Nevada","Electrical equipment, appliance, and component manufacturing",10.7857219874859,88,"Total",1719,1209985.94033333,161575.369675,186057.130508333,0.133534908294678,0.153768002986908,"NV",15.3768002986908,13.0812611430883,"Nevada-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,12.9,19.9,"Nevada-2020",62.043,6.6,58.6,4.8,88.8,9.2,NA
"4133",2021,"Nevada","Electrical equipment, appliance, and component manufacturing",10.033318772912,88,"Total",1748,1250012.45454166,152243.3167,175316.03235,0.121793441474438,0.14025142788887,"NV",14.025142788887,12.0292307808995,"Nevada-Electrical equipment, appliance, and component manufacturing-2021","335",37.3,17.6,27.45,"Nevada-2021",66.274,9.7,58.6,5.4,88.4,11.3,54.39
"4134",2018,"New Hampshire","Electrical equipment, appliance, and component manufacturing",6.2255160883069,12,"Total",2451,664204.281541668,67707.44535,77092.4925,0.101937681436539,0.116067439317703,"NH",11.6067439317703,8.91613001003861,"New Hampshire-Electrical equipment, appliance, and component manufacturing-2018","335",28.2,20.5,24.35,"New Hampshire-2018",74.991,3.6,62.6,12.7,94.3,5.5,56.5
"4135",2019,"New Hampshire","Electrical equipment, appliance, and component manufacturing",10.227920114994,12,"Total",2412,677148.150516665,69475.5369,78585.2526666667,0.102600201964378,0.116053260862827,"NH",11.6053260862827,10.9166231006384,"New Hampshire-Electrical equipment, appliance, and component manufacturing-2019","335",34.8,18.4,26.6,"New Hampshire-2019",77.933,3,62.4,13.4,93.7,6.2,58.26
"4136",2020,"New Hampshire","Electrical equipment, appliance, and component manufacturing",10.7857219874859,12,"Total",2061,629094.967125,61397.663725,69453.9632833333,0.0975968092679977,0.11040298640728,"NH",11.040298640728,10.9130103141069,"New Hampshire-Electrical equipment, appliance, and component manufacturing-2020","335",26.9,21.7,24.3,"New Hampshire-2020",77.923,3.8,63.2,12.6,94,6.1,62.52
